,index,sentence,old_model_label,pred_label
1771,1771, southwestair if you could get me on the 12 15 flight my 10 10 has been delayed until 1 05 ,0,1.0
1772,1772, americanair carlw1980 have followed and dm you please respond to my concern too really disappointed with customer service ,0,2.0
1773,1773, united called back and ve been on hold what is the issue have confirmation number and an email that shows how much ve paid,0,0.0
1774,1774, americanair delayed for two hours at ord gt cdg the one time need to be there to catch train ,0,2.0
1775,1775, usairways still not in the air for deicing of plane ll miss connect but customer service was helpful m hoping to catch the next flight,2,0.0
1776,1776, united probably wouldn be doing it had someone returned my call or email case number 8273993,0,2.0
1777,1777, jetblue got it wish they would communicate more us,0,0.0
1778,1778, united tremendous what would you recommend ,1,0.0
1779,1779, americanair unable to access the website will try again ,0,0.0
1780,1780, southwestair stuck in nyc flights cancelled flightled 2 days in row long wait times on phones running out of but swa no help,0,0.0
1781,1781, southwestair my birthday is during destinationdragons could get tix http co 07xhcacjax,1,0.0
1782,1782, united are your earnings so low that checkin people have to also be on tarmac loading bags jan,0,0.0
1783,1783, jetblue what is going on with the flight from buffalo to jfk have they figured anything out about the temperature and the tower yet ,0,0.0
1784,1784, usairways appreciate the calls when flight delayed but the recorded msg is tedious amp just goes on amp on vote for texts if practical ,0,0.0
1785,1785, united can someone please explain the process of of what happens to property found on plane after passengers leave at heathrow ,1,0.0
1786,1786, americanair thank you for the worst experience ever on an airline from me to you hope your embarrassed as an airline pathetic,0,1.0
1787,1787, united worst service ever ,0,0.0
1788,1788, southwestair thx for the grand view today flt 3825 seatac to phx grandcanyon arizona wow love photography http co d7pqouatdf,2,0.0
1789,1789, jetblue jetblue but was on flt 277 from fll to sfo tke off was over 1 hr late flight div to phx amp got in 2 hrs late flight what will be done ,0,0.0
1790,1790, virginamerica classiq luv virgin america greetingz,2,2.0
1791,1791, americanair so great aa1103 sitting for an hour first technical problems now what ,0,2.0
1792,1792, americanair okay if someone does it look for it now my fear is it will be lost forever it a very small item ,0,0.0
1793,1793, southwestair pls help me get this resolved amp reimbursement made gracias rico pls send me private msg with phone number or email address,0,2.0
1794,1794, usairways look out for flying rocks this time it a bird it a plane nah never mind it just rock ,2,2.0
1795,1795, usairways did and it been disaster you had me sitting on the runway only to bring the plane back to the gate smh,0,0.0
1796,1796, united did start claim but 8 10 weeks is unrealistic am really supposed to go that long with out car seat for my child ridiculous ,0,0.0
1797,1797, united no customer service rep could confirm where my bag was amp each gave me different info ruined 2 events had today disappointed,0,0.0
1798,1798, usairways sad experience today on 4663 family on southwest direct to mco my loyalty to usair not vacationing with my boys today ,0,0.0
1799,1799, americanair the issue is the lack of consideration of an announcement made so late flight when the gate agent had been there for over an hour ,0,0.0
1800,1800, jetblue disappointed we weren allowed to bring on an aircraft approved carseat on an empty plane not cool ,0,0.0
1801,1801, jetblue phew did it pant wheeze http co zpz78poeon,1,0.0
1802,1802,happy tt to my friends americanair hope the weather isn causing you too many headaches ,2,2.0
1803,1803, jetblue you just tight that you re 59 on the world best airlines list amp virginatlantic is ranked higher virginatlantic here come ,1,0.0
1804,1804, usairways hey booked flight isabelle gramp boston to lax and it said that it charged my credit card but the transaction didn go,0,2.0
1805,1805, southwestair ll stick with flying for free any where that southwest goes my son works for this wonderful company and moms fly free ,2,0.0
1806,1806, united yes in lusaka zambia my guess is the bags never made the plane at iad ,0,0.0
1807,1807, jetblue thanks ,2,0.0
1808,1808, usairways called 3x amp it says high call volumes call back at 1 minute for international calls is there any way someone can contact me ,0,0.0
1809,1809, united mobile apps need construction from the ground up for each os category it expensive to get right ,0,0.0
1810,1810, usairways americanair am so going to miss us airways you always provided great service and never let me down ,2,0.0
1811,1811, united what happened this afternoon huge amt of incoming planes to sfo delayed over 1 2 hours frustrating ,0,0.0
1812,1812, southwestair any chance they will change this to include northeast airports jetblue has ,1,0.0
1813,1813, southwestair would die if got tickets to destinationdragons and you would be invited to my funeral,0,0.0
1814,1814, southwestair we are trying to fly back from orlando to bwi the website has crashed and no one answered the phone help,0,1.0
1815,1815, americanair tried already and am on the waiting list for call back 2hourwaitsucks,0,1.0
1816,1816, americanair our flight aa 1338 is delayed out of providenciales and will be missing our connection aa 1651 in miami to sea who do we call ,0,0.0
1817,1817, united checking to see why flight 3466 atl ord got cancelled flighted ,0,2.0
1818,1818, americanair anything you can do ,1,0.0
1819,1819, united would like 2 speak united vp of custexp jimmy samartzis sent survey email about my awful flight exp http co otfz7cyguq,0,0.0
1820,1820, usairways your saving grace was our flight attendant dallas who was amazing wish he would transfer to delta where would see him again,0,2.0
1821,1821, americanair thank you cc packermama1,2,0.0
1822,1822, southwestair luvin me some flights today don change and please add paypal as payment option ,2,0.0
1823,1823, southwestair yall say flt 4200 is on time yet we haven boarded for 3 35 departure c we are waiting on new crew why the subterfuge,0,0.0
1824,1824, southwestair can all develop ding for chrome firefox browser extension that would be swell,1,0.0
1825,1825, united according to your dms m not owed refund please may be provided with contact number before go to my bank to file claim,0,0.0
1826,1826, southwestair love_dragonss ahhhh yes lauren,1,0.0
1827,1827, jetblue understand why ur doing it but for someone who just traveled 2 hours to get here early relax b4 flight etc adv notice maybe ,0,0.0
1828,1828, southwestair because your gate attendant let someone board whose boarding pass kept reading invalid this messed up the passenger log ,0,0.0
1829,1829, united why are your sfo gt bos nonstop flights not competitively priced with those of jetblue and virgin 179 vs 324 identical times ,0,0.0
1830,1830, virginamerica atlantic ploughs lone furrow in the middleeast http co vw4p4t4tlh thenationaluae,1,0.0
1831,1831, southwestair along with other passengers repeatedly asked southwest personnel what was taking so long where was our luggage ,0,1.0
1832,1832, americanair dfwairport got rebooked through the aa online app ,1,0.0
1833,1833, jetblue handled 0xjared question like social media pros good practice for when our transportation systems are all run by friendly ais ,2,1.0
1834,1834, usairways ice cream up front solid,2,0.0
1835,1835, united is synonymous to with rude and cheap you really don know how to value the customer,0,2.0
1836,1836, southwestair great thank you best of luck dealing with this horrible winter ,2,0.0
1837,1837, southwestair is my favorite airline can wait to book my flight to new orleans for my trip in april ,2,0.0
1838,1838, united already missed connection ugh,0,1.0
1839,1839, usairways what happening with 1217 phl to lax now 3 hr delay poor communication ,0,0.0
1840,1840, usairways can you tell me why waited 90 mins and then was charged the 25 phone change fee even tho wasn allow to make change online ,0,2.0
1841,1841, united bad customer service to nyc few weeks ago thinking of moving on,0,0.0
1842,1842, usairways my bag landed 1 day late flight at sfo at 11 40am how can it be 10 01pm and still don have it flight 719 2 22 14,0,0.0
1843,1843, usairways what is wrong in boston why are only your plains not leaving tonight son needs to get back to state college pa,0,1.0
1844,1844, americanair have been rebooked for the 7am flight my questions is why do some people get hotel and the others don like myself ,0,0.0
1845,1845, southwestair me on one of your planes thanks for taking me arizona 184 http co finq5fh6ue,2,0.0
